中文名,英文名,序号,海克斯名称
战争之影,Hecarim,14,蛋白粉奶昔
战争之影,Hecarim,15,旋转至胜
战争之影,Hecarim,16,任务：钢化你心
战争之影,Hecarim,17,裁决使
战争之影,Hecarim,18,循环往复
战争之影,Hecarim,19,珠光护手
战争之影,Hecarim,20,残暴之力
战争之影,Hecarim,21,虚幻武器
战争之影,Hecarim,22,练腿日
战争之影,Hecarim,23,魔鬼之舞
战争之影,Hecarim,24,急急小子
战争之影,Hecarim,25,重量级打击手
战争之影,Hecarim,26,炼狱龙魂
战争之影,Hecarim,27,穿针引线
战争之影,Hecarim,28,慢炖
战争之影,Hecarim,29,侵蚀
战争之影,Hecarim,30,升级：狂妄
战争之影,Hecarim,31,战争交响乐
战争之影,Hecarim,32,星界躯体
战争之影,Hecarim,33,无休回复
战争之影,Hecarim,34,质变：黄金阶
战争之影,Hecarim,35,终极唤醒
战争之影,Hecarim,36,急救用具
战争之影,Hecarim,37,逃跑计划
战争之影,Hecarim,38,面包和果酱
战争之影,Hecarim,39,巨人杀手
战争之影,Hecarim,40,唯快不破
战争之影,Hecarim,41,家园卫士
战争之影,Hecarim,42,魔法转物理
战争之影,Hecarim,43,大力
战争之影,Hecarim,44,刃下生风
战争之影,Hecarim,45,心灵净化
战争之影,Hecarim,46,质变：混沌
战争之影,Hecarim,47,海洋龙魂
战争之影,Hecarim,48,回归基本功
战争之影,Hecarim,49,暗影疾奔
战争之影,Hecarim,50,冰霜 幽灵
战争之影,Hecarim,51,圣火
战争之影,Hecarim,52,利刃华尔兹
战争之影,Hecarim,53,由心及物
战争之影,Hecarim,54,科学狂人
战争之影,Hecarim,55,风语者的祝福
战争之影,Hecarim,56,一板一眼
战争之影,Hecarim,57,终极刷新
战争之影,Hecarim,58,量子计算
战争之影,Hecarim,59,作弊：我能回城！
战争之影,Hecarim,60,黎明使者的坚决
战争之影,Hecarim,61,灵魂虹吸
战争之影,Hecarim,62,不动如山
战争之影,Hecarim,63,关键暴击
战争之影,Hecarim,64,砍伤
战争之影,Hecarim,65,山脉龙魂
战争之影,Hecarim,66,自我毁灭
战争之影,Hecarim,67,面包和奶酪
战争之影,Hecarim,68,尖端发明家
战争之影,Hecarim,69,踢踏舞
战争之影,Hecarim,70,俯冲轰炸
战争之影,Hecarim,71,霸符兄弟
战争之影,Hecarim,72,全能龙魂
战争之影,Hecarim,73,恶趣味
战争之影,Hecarim,74,全凭身法
战争之影,Hecarim,75,尊我为王
战争之影,Hecarim,76,终极不可阻挡
战争之影,Hecarim,77,杀戮时间到了
战争之影,Hecarim,78,巨像的勇气
战争之影,Hecarim,79,会心防御
战争之影,Hecarim,80,易损
战争之影,Hecarim,81,你摸不到
战争之影,Hecarim,82,任务：海牛阿福的勇士
战争之影,Hecarim,83,精怪魔法
战争之影,Hecarim,84,闪光弹
战争之影,Hecarim,85,吵闹鬼
战争之影,Hecarim,86,升级：献祭
战争之影,Hecarim,87,神圣干预
战争之影,Hecarim,88,小丑学院
战争之影,Hecarim,89,扇巴掌
战争之影,Hecarim,90,强力护盾
战争之影,Hecarim,91,快中求稳
战争之影,Hecarim,92,夜狩
战争之影,Hecarim,93,感受燃烧
战争之影,Hecarim,94,坚若磐石
战争之影,Hecarim,95,魔法飞弹
战争之影,Hecarim,96,狂徒豪气
战争之影,Hecarim,97,火上浇油
战争之影,Hecarim,98,史上最大雪球
战争之影,Hecarim,99,缩小射线
战争之影,Hecarim,100,雪球扭蛋机
战争之影,Hecarim,101,夺金
战争之影,Hecarim,102,玻璃大炮
战争之影,Hecarim,103,更万用的瞄准镜
战争之影,Hecarim,104,大地苏醒
战争之影,Hecarim,105,升级：无尽之刃
战争之影,Hecarim,106,升级：雪球
战争之影,Hecarim,107,折磨者
战争之影,Hecarim,108,炽烈黎明
战争之影,Hecarim,109,防护面纱
战争之影,Hecarim,110,灵巧
战争之影,Hecarim,111,闪电打击
战争之影,Hecarim,112,双刀流
战争之影,Hecarim,113,最万用的瞄准镜
战争之影,Hecarim,114,地狱三头犬
战争之影,Hecarim,115,有始有终
战争之影,Hecarim,116,连拨击锤
战争之影,Hecarim,117,轨道镭射
战争之影,Hecarim,118,退敌力场
战争之影,Hecarim,119,升级：收集者
战争之影,Hecarim,120,接二连三
战争之影,Hecarim,121,万用瞄准镜
战争之影,Hecarim,122,回力OK镖
战争之影,Hecarim,123,台风
战争之影,Hecarim,124,闪闪现现
战争之影,Hecarim,125,升级：耀光
战争之影,Hecarim,126,冰寒
战争之影,Hecarim,127,升级：弯刀
战争之影,Hecarim,128,暴击律动
战争之影,Hecarim,129,点亮他们！
战争之影,Hecarim,130,基石法师
战争之影,Hecarim,131,巫师式思考
大发明家,Heimerdinger,1,魔法飞弹
大发明家,Heimerdinger,2,巫师式思考
大发明家,Heimerdinger,3,炼狱导管
大发明家,Heimerdinger,4,冰寒
大发明家,Heimerdinger,5,仆从大师
大发明家,Heimerdinger,6,尤里卡
大发明家,Heimerdinger,7,穿针引线
大发明家,Heimerdinger,8,老练狙神
大发明家,Heimerdinger,9,帽上加帽
大发明家,Heimerdinger,10,基石法师
大发明家,Heimerdinger,11,珠光护手
大发明家,Heimerdinger,12,裁决使
大发明家,Heimerdinger,13,物理转魔法
大发明家,Heimerdinger,14,杀戮时间到了
大发明家,Heimerdinger,15,巨人杀手
大发明家,Heimerdinger,16,质变：棱彩阶
大发明家,Heimerdinger,17,循环往复
大发明家,Heimerdinger,18,面包和黄油
大发明家,Heimerdinger,19,任务：沃格勒特的巫师帽
大发明家,Heimerdinger,20,超强大脑
大发明家,Heimerdinger,21,有始有终
大发明家,Heimerdinger,22,吸血习性
大发明家,Heimerdinger,23,心灵净化
大发明家,Heimerdinger,24,易损
大发明家,Heimerdinger,25,升级：中娅
大发明家,Heimerdinger,26,面包和果酱
大发明家,Heimerdinger,27,炼狱龙魂
大发明家,Heimerdinger,28,神射法师
大发明家,Heimerdinger,29,由心及物
大发明家,Heimerdinger,30,面包和奶酪
大发明家,Heimerdinger,31,溢流
大发明家,Heimerdinger,32,回力OK镖
大发明家,Heimerdinger,33,质变：黄金阶
大发明家,Heimerdinger,34,作弊：我能回城！
大发明家,Heimerdinger,35,精准奇才
大发明家,Heimerdinger,36,侵蚀
大发明家,Heimerdinger,37,古式佳酿
大发明家,Heimerdinger,38,炽烈黎明
大发明家,Heimerdinger,39,终极刷新
大发明家,Heimerdinger,40,霸符兄弟
大发明家,Heimerdinger,41,家园卫士
大发明家,Heimerdinger,42,质变：混沌
大发明家,Heimerdinger,43,虚幻武器
大发明家,Heimerdinger,44,玻璃大炮
大发明家,Heimerdinger,45,海洋龙魂
大发明家,Heimerdinger,46,终极唤醒
大发明家,Heimerdinger,47,练腿日
大发明家,Heimerdinger,48,残忍
大发明家,Heimerdinger,49,无休回复
大发明家,Heimerdinger,50,火上浇油
大发明家,Heimerdinger,51,急急小子
大发明家,Heimerdinger,52,逃跑计划
大发明家,Heimerdinger,53,精怪魔法
大发明家,Heimerdinger,54,不祥契约
大发明家,Heimerdinger,55,关键暴击
大发明家,Heimerdinger,56,全能龙魂
大发明家,Heimerdinger,57,防护面纱
大发明家,Heimerdinger,58,渴血
大发明家,Heimerdinger,59,折磨者
大发明家,Heimerdinger,60,神圣干预
大发明家,Heimerdinger,61,尖端发明家
大发明家,Heimerdinger,62,坦克引擎
大发明家,Heimerdinger,63,缩小射线
大发明家,Heimerdinger,64,坚若磐石
大发明家,Heimerdinger,65,退敌力场
大发明家,Heimerdinger,66,歌利亚巨人
大发明家,Heimerdinger,67,科学狂人
大发明家,Heimerdinger,68,轨道镭射
大发明家,Heimerdinger,69,夺金
大发明家,Heimerdinger,70,坚韧
大发明家,Heimerdinger,71,感受燃烧
大发明家,Heimerdinger,72,灵魂虹吸
大发明家,Heimerdinger,73,俯冲轰炸
大发明家,Heimerdinger,74,终极不可阻挡
大发明家,Heimerdinger,75,你摸不到
大发明家,Heimerdinger,76,会心防御
大发明家,Heimerdinger,77,任务：海牛阿福的勇士
大发明家,Heimerdinger,78,更万用的瞄准镜
大发明家,Heimerdinger,79,慢炖
大发明家,Heimerdinger,80,扇巴掌
大发明家,Heimerdinger,81,黎明使者的坚决
大发明家,Heimerdinger,82,冰霜 幽灵
大发明家,Heimerdinger,83,唯快不破
大发明家,Heimerdinger,84,升级：雪球
大发明家,Heimerdinger,85,量子计算
大发明家,Heimerdinger,86,吵闹鬼
大发明家,Heimerdinger,87,不动如山
大发明家,Heimerdinger,88,尊我为王
大发明家,Heimerdinger,89,史上最大雪球
大发明家,Heimerdinger,90,山脉龙魂
大发明家,Heimerdinger,91,连拨击锤
大发明家,Heimerdinger,92,台风
大发明家,Heimerdinger,93,雪球扭蛋机
大发明家,Heimerdinger,94,秘术冲拳
大发明家,Heimerdinger,95,小丑学院
大发明家,Heimerdinger,96,最万用的瞄准镜
大发明家,Heimerdinger,97,万用瞄准镜
大发明家,Heimerdinger,98,闪闪现现
大发明家,Heimerdinger,99,恶趣味
大发明家,Heimerdinger,100,双刀流
大发明家,Heimerdinger,101,点亮他们！
大发明家,Heimerdinger,102,灵巧
大发明家,Heimerdinger,103,战争交响乐
大发明家,Heimerdinger,104,星界躯体
大发明家,Heimerdinger,105,踢踏舞
大发明家,Heimerdinger,106,接二连三
大发明家,Heimerdinger,107,巨像的勇气
大发明家,Heimerdinger,108,回归基本功
大发明家,Heimerdinger,109,利刃华尔兹
大发明家,Heimerdinger,110,罪恶快感
大发明家,Heimerdinger,111,自我毁灭
大发明家,Heimerdinger,112,地狱三头犬
大发明家,Heimerdinger,113,会心治疗
大发明家,Heimerdinger,114,任务：钢化你心
大发明家,Heimerdinger,115,重量级打击手
大发明家,Heimerdinger,116,暴击律动
异画师,Hwei,1,魔法飞弹
异画师,Hwei,2,巫师式思考
异画师,Hwei,3,老练狙神
异画师,Hwei,4,炼狱导管
异画师,Hwei,5,裁决使
异画师,Hwei,6,尤里卡
异画师,Hwei,7,冰寒
异画师,Hwei,8,珠光护手
异画师,Hwei,9,杀戮时间到了
异画师,Hwei,10,帽上加帽
异画师,Hwei,11,基石法师
异画师,Hwei,12,物理转魔法
异画师,Hwei,13,穿针引线
异画师,Hwei,14,有始有终
异画师,Hwei,15,质变：棱彩阶
异画师,Hwei,16,循环往复
异画师,Hwei,17,面包和黄油
异画师,Hwei,18,心灵净化
异画师,Hwei,19,巨人杀手
异画师,Hwei,20,任务：沃格勒特的巫师帽
异画师,Hwei,21,易损
异画师,Hwei,22,由心及物
异画师,Hwei,23,超强大脑
异画师,Hwei,24,吸血习性
异画师,Hwei,25,溢流
异画师,Hwei,26,炼狱龙魂
异画师,Hwei,27,精准奇才
异画师,Hwei,28,残忍
异画师,Hwei,29,古式佳酿
异画师,Hwei,30,作弊：我能回城！
异画师,Hwei,31,面包和奶酪
异画师,Hwei,32,升级：中娅
异画师,Hwei,33,质变：黄金阶
异画师,Hwei,34,神射法师
异画师,Hwei,35,家园卫士
异画师,Hwei,36,霸符兄弟
异画师,Hwei,37,海洋龙魂
异画师,Hwei,38,玻璃大炮
异画师,Hwei,39,侵蚀
异画师,Hwei,40,炽烈黎明
异画师,Hwei,41,回力OK镖
异画师,Hwei,42,急急小子
异画师,Hwei,43,终极刷新
异画师,Hwei,44,练腿日
异画师,Hwei,45,不祥契约
异画师,Hwei,46,质变：混沌
异画师,Hwei,47,虚幻武器
异画师,Hwei,48,逃跑计划
异画师,Hwei,49,终极唤醒
异画师,Hwei,50,防护面纱
异画师,Hwei,51,关键暴击
异画师,Hwei,52,折磨者
异画师,Hwei,53,全能龙魂
异画师,Hwei,54,无休回复
异画师,Hwei,55,渴血
异画师,Hwei,56,面包和果酱
异画师,Hwei,57,精怪魔法
异画师,Hwei,58,扇巴掌
异画师,Hwei,59,坚若磐石
异画师,Hwei,60,尖端发明家
异画师,Hwei,61,火上浇油
异画师,Hwei,62,强力护盾
异画师,Hwei,63,神圣干预
异画师,Hwei,64,会心防御
异画师,Hwei,65,夺金
异画师,Hwei,66,坦克引擎
异画师,Hwei,67,退敌力场
异画师,Hwei,68,科学狂人
异画师,Hwei,69,灵魂虹吸
异画师,Hwei,70,任务：海牛阿福的勇士
异画师,Hwei,71,轨道镭射
异画师,Hwei,72,歌利亚巨人
异画师,Hwei,73,吵闹鬼
异画师,Hwei,74,坚韧
异画师,Hwei,75,升级：雪球
异画师,Hwei,76,回归基本功
异画师,Hwei,77,缩小射线
异画师,Hwei,78,山脉龙魂
异画师,Hwei,79,圣火
异画师,Hwei,80,尊我为王
异画师,Hwei,81,感受燃烧
异画师,Hwei,82,终极不可阻挡
异画师,Hwei,83,恶趣味
异画师,Hwei,84,唯快不破
异画师,Hwei,85,不动如山
异画师,Hwei,86,死亡之环
异画师,Hwei,87,黎明使者的坚决
异画师,Hwei,88,俯冲轰炸
异画师,Hwei,89,你摸不到
异画师,Hwei,90,慢炖
异画师,Hwei,91,史上最大雪球
异画师,Hwei,92,会心治疗
异画师,Hwei,93,雪球扭蛋机
异画师,Hwei,94,激光治疗
异画师,Hwei,95,更万用的瞄准镜
异画师,Hwei,96,连拨击锤
异画师,Hwei,97,闪闪现现
异画师,Hwei,98,量子计算
异画师,Hwei,99,天音爆
异画师,Hwei,100,秘术冲拳
异画师,Hwei,101,冰霜 幽灵
异画师,Hwei,102,巨像的勇气
异画师,Hwei,103,升级：米凯尔的祝福
异画师,Hwei,104,全心为你
异画师,Hwei,105,最万用的瞄准镜
异画师,Hwei,106,小丑学院
异画师,Hwei,107,小猫咪找妈妈
异画师,Hwei,108,急救用具
异画师,Hwei,109,台风
异画师,Hwei,110,罪恶快感
异画师,Hwei,111,万用瞄准镜
异画师,Hwei,112,双刀流
异画师,Hwei,113,踢踏舞
异画师,Hwei,114,风语者的祝福
异画师,Hwei,115,至高天诺言
异画师,Hwei,116,利刃华尔兹
异画师,Hwei,117,地狱三头犬
异画师,Hwei,118,蛋白粉奶昔
异画师,Hwei,119,战争交响乐
异画师,Hwei,120,点亮他们！
异画师,Hwei,121,星界躯体
异画师,Hwei,122,接二连三
异画师,Hwei,123,自我毁灭
异画师,Hwei,124,暴击律动
异画师,Hwei,125,灵巧
异画师,Hwei,126,任务：钢化你心
异画师,Hwei,127,重量级打击手
海兽祭司,Illaoi,1,坦克引擎
海兽祭司,Illaoi,2,吸血习性
海兽祭司,Illaoi,3,重量级打击手
海兽祭司,Illaoi,4,任务：钢化你心
海兽祭司,Illaoi,5,坚韧
海兽祭司,Illaoi,6,歌利亚巨人
海兽祭司,Illaoi,7,渴血
海兽祭司,Illaoi,8,最终形态
海兽祭司,Illaoi,9,会心治疗
海兽祭司,Illaoi,10,古式佳酿
海兽祭司,Illaoi,11,蛋白粉奶昔
海兽祭司,Illaoi,12,星界躯体
海兽祭司,Illaoi,13,魔鬼之舞
海兽祭司,Illaoi,14,仆从大师
海兽祭司,Illaoi,15,质变：棱彩阶
海兽祭司,Illaoi,16,慢炖
海兽祭司,Illaoi,17,裁决使
海兽祭司,Illaoi,18,炼狱龙魂
海兽祭司,Illaoi,19,残暴之力
海兽祭司,Illaoi,20,侵蚀
海兽祭司,Illaoi,21,面包和果酱
海兽祭司,Illaoi,22,面包和奶酪
海兽祭司,Illaoi,23,循环往复
海兽祭司,Illaoi,24,心灵净化
海兽祭司,Illaoi,25,急救用具
海兽祭司,Illaoi,26,珠光护手
海兽祭司,Illaoi,27,冰霜 幽灵
海兽祭司,Illaoi,28,黎明使者的坚决
海兽祭司,Illaoi,29,穿针引线
海兽祭司,Illaoi,30,秘术冲拳
海兽祭司,Illaoi,31,山脉龙魂
海兽祭司,Illaoi,32,杀戮时间到了
海兽祭司,Illaoi,33,质变：黄金阶
海兽祭司,Illaoi,34,海洋龙魂
海兽祭司,Illaoi,35,战争交响乐
海兽祭司,Illaoi,36,大力
海兽祭司,Illaoi,37,终极不可阻挡
海兽祭司,Illaoi,38,终极唤醒
海兽祭司,Illaoi,39,逃跑计划
海兽祭司,Illaoi,40,虚幻武器
海兽祭司,Illaoi,41,作弊：我能回城！
海兽祭司,Illaoi,42,魔法转物理
海兽祭司,Illaoi,43,砍伤
海兽祭司,Illaoi,44,你摸不到
海兽祭司,Illaoi,45,质变：混沌
海兽祭司,Illaoi,46,终极刷新
海兽祭司,Illaoi,47,尖端发明家
海兽祭司,Illaoi,48,面包和黄油
海兽祭司,Illaoi,49,灵魂虹吸
海兽祭司,Illaoi,50,升级：狂妄
海兽祭司,Illaoi,51,练腿日
海兽祭司,Illaoi,52,圣火
海兽祭司,Illaoi,53,升级：献祭
海兽祭司,Illaoi,54,无休回复
海兽祭司,Illaoi,55,自我毁灭
海兽祭司,Illaoi,56,关键暴击
海兽祭司,Illaoi,57,利刃华尔兹
海兽祭司,Illaoi,58,溢流
海兽祭司,Illaoi,59,风语者的祝福
海兽祭司,Illaoi,60,神圣干预
海兽祭司,Illaoi,61,量子计算
海兽祭司,Illaoi,62,会心防御
海兽祭司,Illaoi,63,精怪魔法
海兽祭司,Illaoi,64,俯冲轰炸
海兽祭司,Illaoi,65,全能龙魂
海兽祭司,Illaoi,66,更万用的瞄准镜
海兽祭司,Illaoi,67,霸符兄弟
海兽祭司,Illaoi,68,快中求稳
海兽祭司,Illaoi,69,罪恶快感
海兽祭司,Illaoi,70,科学狂人
海兽祭司,Illaoi,71,闪光弹
海兽祭司,Illaoi,72,炼狱导管
海兽祭司,Illaoi,73,雪球扭蛋机
海兽祭司,Illaoi,74,缩小射线
海兽祭司,Illaoi,75,全凭身法
海兽祭司,Illaoi,76,升级：雪球
海兽祭司,Illaoi,77,强力护盾
海兽祭司,Illaoi,78,由心及物
海兽祭司,Illaoi,79,史上最大雪球
海兽祭司,Illaoi,80,一板一眼
海兽祭司,Illaoi,81,任务：海牛阿福的勇士
海兽祭司,Illaoi,82,易损
海兽祭司,Illaoi,83,狂徒豪气
海兽祭司,Illaoi,84,暗影疾奔
海兽祭司,Illaoi,85,万用瞄准镜
海兽祭司,Illaoi,86,火上浇油
海兽祭司,Illaoi,87,防护面纱
海兽祭司,Illaoi,88,魔法飞弹
海兽祭司,Illaoi,89,冰寒
海兽祭司,Illaoi,90,最万用的瞄准镜
海兽祭司,Illaoi,91,巨人杀手
海兽祭司,Illaoi,92,感受燃烧
海兽祭司,Illaoi,93,小丑学院
海兽祭司,Illaoi,94,尊我为王
海兽祭司,Illaoi,95,玻璃大炮
海兽祭司,Illaoi,96,炽烈黎明
海兽祭司,Illaoi,97,刃下生风
海兽祭司,Illaoi,98,家园卫士
海兽祭司,Illaoi,99,夜狩
海兽祭司,Illaoi,100,退敌力场
海兽祭司,Illaoi,101,灵巧
海兽祭司,Illaoi,102,轨道镭射
海兽祭司,Illaoi,103,升级：无尽之刃
海兽祭司,Illaoi,104,急急小子
海兽祭司,Illaoi,105,夺金
海兽祭司,Illaoi,106,回力OK镖
海兽祭司,Illaoi,107,有始有终
海兽祭司,Illaoi,108,台风
海兽祭司,Illaoi,109,大地苏醒
海兽祭司,Illaoi,110,连拨击锤
海兽祭司,Illaoi,111,闪电打击
海兽祭司,Illaoi,112,接二连三
海兽祭司,Illaoi,113,双刀流
海兽祭司,Illaoi,114,地狱三头犬
海兽祭司,Illaoi,115,回归基本功
海兽祭司,Illaoi,116,踢踏舞
海兽祭司,Illaoi,117,升级：耀光
海兽祭司,Illaoi,118,闪闪现现
海兽祭司,Illaoi,119,吵闹鬼
海兽祭司,Illaoi,120,升级：收集者
海兽祭司,Illaoi,121,精准奇才
海兽祭司,Illaoi,122,升级：弯刀
海兽祭司,Illaoi,123,点亮他们！
海兽祭司,Illaoi,124,基石法师
海兽祭司,Illaoi,125,唯快不破
海兽祭司,Illaoi,126,暴击律动
海兽祭司,Illaoi,127,巫师式思考
刀锋舞者,Irelia,1,吸血习性
刀锋舞者,Irelia,2,狂徒豪气
刀锋舞者,Irelia,3,渴血
刀锋舞者,Irelia,4,更万用的瞄准镜
刀锋舞者,Irelia,5,闪电打击
刀锋舞者,Irelia,6,快中求稳
刀锋舞者,Irelia,7,灵巧
刀锋舞者,Irelia,8,裁决使
刀锋舞者,Irelia,9,古式佳酿
刀锋舞者,Irelia,10,质变：棱彩阶
刀锋舞者,Irelia,11,接二连三
刀锋舞者,Irelia,12,暗影疾奔
刀锋舞者,Irelia,13,罪恶快感
刀锋舞者,Irelia,14,战争交响乐
刀锋舞者,Irelia,15,升级：耀光
刀锋舞者,Irelia,16,杀戮时间到了
刀锋舞者,Irelia,17,最终形态
刀锋舞者,Irelia,18,全凭身法
刀锋舞者,Irelia,19,火上浇油
刀锋舞者,Irelia,20,魔鬼之舞
刀锋舞者,Irelia,21,砍伤
刀锋舞者,Irelia,22,穿针引线
刀锋舞者,Irelia,23,面包和黄油
刀锋舞者,Irelia,24,大地苏醒
刀锋舞者,Irelia,25,秘术冲拳
刀锋舞者,Irelia,26,残暴之力
刀锋舞者,Irelia,27,夜狩
刀锋舞者,Irelia,28,炼狱龙魂
刀锋舞者,Irelia,29,双刀流
刀锋舞者,Irelia,30,万用瞄准镜
刀锋舞者,Irelia,31,缩小射线
刀锋舞者,Irelia,32,台风
刀锋舞者,Irelia,33,歌利亚巨人
刀锋舞者,Irelia,34,灵魂虹吸
刀锋舞者,Irelia,35,巨人杀手
刀锋舞者,Irelia,36,循环往复
刀锋舞者,Irelia,37,点亮他们！
刀锋舞者,Irelia,38,大力
刀锋舞者,Irelia,39,最万用的瞄准镜
刀锋舞者,Irelia,40,质变：黄金阶
刀锋舞者,Irelia,41,踢踏舞
刀锋舞者,Irelia,42,利刃华尔兹
刀锋舞者,Irelia,43,关键暴击
刀锋舞者,Irelia,44,心灵净化
刀锋舞者,Irelia,45,任务：钢化你心
刀锋舞者,Irelia,46,逃跑计划
刀锋舞者,Irelia,47,终极不可阻挡
刀锋舞者,Irelia,48,珠光护手
刀锋舞者,Irelia,49,虚幻武器
刀锋舞者,Irelia,50,重量级打击手
刀锋舞者,Irelia,51,物法皆修
刀锋舞者,Irelia,52,坦克引擎
刀锋舞者,Irelia,53,作弊：我能回城！
刀锋舞者,Irelia,54,小丑学院
刀锋舞者,Irelia,55,质变：混沌
刀锋舞者,Irelia,56,黎明使者的坚决
刀锋舞者,Irelia,57,魔法转物理
刀锋舞者,Irelia,58,面包和奶酪
刀锋舞者,Irelia,59,无休回复
刀锋舞者,Irelia,60,练腿日
刀锋舞者,Irelia,61,地狱三头犬
刀锋舞者,Irelia,62,坚韧
刀锋舞者,Irelia,63,升级：狂妄
刀锋舞者,Irelia,64,会心治疗
刀锋舞者,Irelia,65,一板一眼
刀锋舞者,Irelia,66,终极唤醒
刀锋舞者,Irelia,67,你摸不到
刀锋舞者,Irelia,68,神圣干预
刀锋舞者,Irelia,69,终极刷新
刀锋舞者,Irelia,70,闪光弹
刀锋舞者,Irelia,71,量子计算
刀锋舞者,Irelia,72,俯冲轰炸
刀锋舞者,Irelia,73,海洋龙魂
刀锋舞者,Irelia,74,精怪魔法
刀锋舞者,Irelia,75,霸符兄弟
刀锋舞者,Irelia,76,自我毁灭
刀锋舞者,Irelia,77,升级：无尽之刃
刀锋舞者,Irelia,78,全能龙魂
刀锋舞者,Irelia,79,雪球扭蛋机
刀锋舞者,Irelia,80,面包和果酱
刀锋舞者,Irelia,81,尖端发明家
刀锋舞者,Irelia,82,物理转魔法
刀锋舞者,Irelia,83,易损
刀锋舞者,Irelia,84,任务：海牛阿福的勇士
刀锋舞者,Irelia,85,扇巴掌
刀锋舞者,Irelia,86,溢流
刀锋舞者,Irelia,87,连拨击锤
刀锋舞者,Irelia,88,升级：雪球
刀锋舞者,Irelia,89,神射法师
刀锋舞者,Irelia,90,侵蚀
刀锋舞者,Irelia,91,会心防御
刀锋舞者,Irelia,92,科学狂人
刀锋舞者,Irelia,93,星界躯体
刀锋舞者,Irelia,94,急急小子
刀锋舞者,Irelia,95,防护面纱
刀锋舞者,Irelia,96,刃下生风
刀锋舞者,Irelia,97,史上最大雪球
刀锋舞者,Irelia,98,尊我为王
刀锋舞者,Irelia,99,升级：收集者
刀锋舞者,Irelia,100,不祥契约
刀锋舞者,Irelia,101,家园卫士
刀锋舞者,Irelia,102,感受燃烧
刀锋舞者,Irelia,103,回归基本功
刀锋舞者,Irelia,104,冰霜 幽灵
刀锋舞者,Irelia,105,魔法飞弹
刀锋舞者,Irelia,106,山脉龙魂
刀锋舞者,Irelia,107,玻璃大炮
刀锋舞者,Irelia,108,有始有终
刀锋舞者,Irelia,109,炼狱导管
刀锋舞者,Irelia,110,慢炖
刀锋舞者,Irelia,111,炽烈黎明
刀锋舞者,Irelia,112,唯快不破
刀锋舞者,Irelia,113,尤里卡
刀锋舞者,Irelia,114,退敌力场
刀锋舞者,Irelia,115,升级：弯刀
刀锋舞者,Irelia,116,巫师式思考
刀锋舞者,Irelia,117,不动如山
刀锋舞者,Irelia,118,巨像的勇气
刀锋舞者,Irelia,119,恶趣味
刀锋舞者,Irelia,120,坚若磐石
刀锋舞者,Irelia,121,回力OK镖
刀锋舞者,Irelia,122,轨道镭射
刀锋舞者,Irelia,123,残忍
刀锋舞者,Irelia,124,闪闪现现
刀锋舞者,Irelia,125,夺金
刀锋舞者,Irelia,126,由心及物
刀锋舞者,Irelia,127,帽上加帽
刀锋舞者,Irelia,128,折磨者
刀锋舞者,Irelia,129,吵闹鬼
刀锋舞者,Irelia,130,任务：沃格勒特的巫师帽
刀锋舞者,Irelia,131,基石法师
刀锋舞者,Irelia,132,超强大脑
刀锋舞者,Irelia,133,升级：献祭
刀锋舞者,Irelia,134,冰寒
刀锋舞者,Irelia,135,暴击律动
刀锋舞者,Irelia,136,升级：中娅
翠神,Ivern,1,全心为你
翠神,Ivern,2,急救用具
翠神,Ivern,3,天音爆
翠神,Ivern,4,圣火
翠神,Ivern,5,会心治疗
翠神,Ivern,6,仆从大师
翠神,Ivern,7,基石法师
翠神,Ivern,8,面包和奶酪
翠神,Ivern,9,升级：米凯尔的祝福
翠神,Ivern,10,风语者的祝福
翠神,Ivern,11,溢流
翠神,Ivern,12,质变：棱彩阶
翠神,Ivern,13,至高天诺言
翠神,Ivern,14,魔法飞弹
翠神,Ivern,15,巫师式思考
翠神,Ivern,16,循环往复
翠神,Ivern,17,不动如山
翠神,Ivern,18,冰寒
翠神,Ivern,19,扇巴掌
翠神,Ivern,20,由心及物
翠神,Ivern,21,小猫咪找妈妈
翠神,Ivern,22,激光治疗
翠神,Ivern,23,尤里卡
翠神,Ivern,24,星界躯体
翠神,Ivern,25,心灵净化
翠神,Ivern,26,蛋白粉奶昔
翠神,Ivern,27,坚韧
翠神,Ivern,28,残忍
翠神,Ivern,29,面包和黄油
翠神,Ivern,30,古式佳酿
翠神,Ivern,31,神射法师
翠神,Ivern,32,杀戮时间到了
翠神,Ivern,33,感受燃烧
翠神,Ivern,34,裁决使
翠神,Ivern,35,作弊：我能回城！
翠神,Ivern,36,坚若磐石
翠神,Ivern,37,炼狱导管
翠神,Ivern,38,质变：黄金阶
翠神,Ivern,39,尖端发明家
翠神,Ivern,40,物理转魔法
翠神,Ivern,41,帽上加帽
翠神,Ivern,42,坦克引擎
翠神,Ivern,43,神圣干预
翠神,Ivern,44,炽烈黎明
翠神,Ivern,45,终极刷新
翠神,Ivern,46,无休回复
翠神,Ivern,47,终极唤醒
翠神,Ivern,48,家园卫士
翠神,Ivern,49,超强大脑
翠神,Ivern,50,质变：混沌
翠神,Ivern,51,海洋龙魂
翠神,Ivern,52,巨人杀手
翠神,Ivern,53,珠光护手
翠神,Ivern,54,急急小子
翠神,Ivern,55,任务：沃格勒特的巫师帽
翠神,Ivern,56,有始有终
翠神,Ivern,57,霸符兄弟
翠神,Ivern,58,缩小射线
翠神,Ivern,59,折磨者
翠神,Ivern,60,练腿日
翠神,Ivern,61,歌利亚巨人
